science_museum,_london	db:wgs84_pos#lat	51.4975
science_museum,_london	db:wgs84_pos#long	-0.174722
science_museum,_london	db:point	51.4975 -0.174722
science_museum,_london	db:numberofvisitors	2989000
science_museum,_london	db:numberofvisitors	6
science_museum,_london	db:director	ian_blatchford
science_museum,_london	db:homepage	www.sciencemuseum.org.uk
van_gogh_museum	db:name	van gogh museum
van_gogh_museum	db:location	amsterdam
van_gogh_museum	db:location	netherlands
van_gogh_museum	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
van_gogh_museum	db:wgs84_pos#lat	52.358417
van_gogh_museum	db:wgs84_pos#long	4.881083
van_gogh_museum	db:point	52.358417 4.881083
van_gogh_museum	db:foundingdate	1973-06-02
van_gogh_museum	db:type	art_museum
van_gogh_museum	db:type	list_of_national_museums
van_gogh_museum	db:numberofvisitors	1400000
van_gogh_museum	db:numberofvisitors	2
van_gogh_museum	db:numberofvisitors	35
van_gogh_museum	db:homepage	www.vangoghmuseum.nl
van_gogh_museum	db:viafid	266844616
van_gogh_museum	db:lccnid	nr/96/12202
van_gogh_museum	db:individualisedgnd	1035547-9
national_motor_museum,_beaulieu	db:owl#differentfrom	national_motor_museum
national_motor_museum,_beaulieu	db:owl#differentfrom	birdwood
national_motor_museum,_beaulieu	db:owl#differentfrom	national_motorcycle_museum
royal_academy_of_arts	db:name	royal academy of arts
royal_academy_of_arts	db:location	piccadilly
royal_academy_of_arts	db:location	london
royal_academy_of_arts	db:location	united_kingdom
royal_academy_of_arts	db:numberofvisitors	1267784
royal_academy_of_arts	db:numberofvisitors	11
royal_academy_of_arts	db:president	christopher_le_brun
royal_academy_of_arts	db:homepage	www.royalacademy.org.uk
royal_academy_of_arts	db:rdf-schema#seealso	list_of_officers_of_the_royal_academy_of_arts
royal_academy_of_arts	db:rdf-schema#seealso	list_of_royal_academicians
kilmainham_gaol	db:deathplace-inv	james_connolly
british_museum	db:museum-inv	elgin_marbles
computer_history_museum	db:award-inv	edwin_catmull
hermitage_museum	db:viafid	128956287
hermitage_museum	db:lccnid	n/79/100241
hermitage_museum	db:individualisedgnd	2124053-x
kilmainham_gaol	db:deathplace-inv	john_macbride
franklin_institute	db:award-inv	harvey_fletcher
kyushu_national_museum	db:rdf-schema#seealso-inv	fukuoka_prefecture
national_railway_museum	db:name	national railway museum
national_railway_museum	db:location	york
national_railway_museum	db:type	list_of_railway_museums
national_railway_museum	db:numberofvisitors	971591
national_railway_museum	db:numberofvisitors	17
national_railway_museum	db:director	paul_kirkman
national_railway_museum	db:homepage	www.nrm.org.uk
national_railway_museum	db:rdf-schema#seealso	list_of_rolling_stock_items
national_railway_museum	db:rdf-schema#seealso	the_uk_national_collection
museum_of_science_and_industry_(manchester)	db:name	museum of science and industry
museum_of_science_and_industry_(manchester)	db:location	manchester
museum_of_science_and_industry_(manchester)	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
museum_of_science_and_industry_(manchester)	db:wgs84_pos#lat	53.47694444444444
museum_of_science_and_industry_(manchester)	db:wgs84_pos#long	-2.2555555555555555
museum_of_science_and_industry_(manchester)	db:point	53.47694444444444 -2.2555555555555555
museum_of_science_and_industry_(manchester)	db:foundingdate	1983-09-15
museum_of_science_and_industry_(manchester)	db:type	science_museum
museum_of_science_and_industry_(manchester)	db:numberofvisitors	830000
museum_of_science_and_industry_(manchester)	db:numberofvisitors	17
museum_of_science_and_industry_(manchester)	db:homepage	www.mosi.org.uk
egyptian_museum	db:name	egyptian museum
egyptian_museum	db:name	\u0627\u0644\u0645\u062a\u062d\u0641 \u0627\u0644\u0645\u0635\u0631\u064a
egyptian_museum	db:location	cairo
egyptian_museum	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
egyptian_museum	db:wgs84_pos#lat	30.047778
egyptian_museum	db:wgs84_pos#long	31.233333
egyptian_museum	db:point	30.047778 31.233333
egyptian_museum	db:collection	120,000 items
egyptian_museum	db:type	museum
egyptian_museum	db:homepage	www.egyptianmuseum.gov.eg
franklin_institute	db:award-inv	carl_auer_von_welsbach
escher_museum	db:deathplace-inv	emma_of_waldeck_and_pyrmont
computer_history_museum	db:award-inv	gordon_moore
battleship_cove	db:location-inv	uss_massachusetts_(bb-59)__uss_massachusetts_bb-59__1
franklin_institute	db:award-inv	igor_sikorsky
hollywood_walk_of_fame	db:award-inv	oscar_micheaux
hellfire_pass	db:name	hellfire pass
hellfire_pass	db:name	\u0e0a\u0e48\u0e2d\u0e07\u0e40\u0e02\u0e32\u0e02\u0e32\u0e14
hellfire_pass	db:location	kanchanaburi_province
hellfire_pass	db:location	thailand
hellfire_pass	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
hellfire_pass	db:wgs84_pos#lat	14.360524
hellfire_pass	db:wgs84_pos#long	98.945274
hellfire_pass	db:point	14.360524 98.945274
hellfire_pass	db:foundingdate	1996-04-24
hellfire_pass	db:type	war_memorial
hellfire_pass	db:type	educational_trail
hellfire_pass	db:curator	office_of_australian_war_graves
hellfire_pass	db:curator	royal_thai_armed_forces
royal_academy_of_arts	db:award-inv	patrick_caulfield
hms_belfast_(c35)__hms_belfast_museum_ship__1	db:name	hms belfast
hms_belfast_(c35)__hms_belfast_museum_ship__1	db:name	(museum ship)
hms_belfast_(c35)__hms_belfast_museum_ship__1	db:location	london
hms_belfast_(c35)__hms_belfast_museum_ship__1	db:numberofvisitors	240769
hms_belfast_(c35)__hms_belfast_museum_ship__1	db:homepage	hms-belfast
united_states_hockey_hall_of_fame	db:award-inv	hobey_baker
college_football_hall_of_fame	db:award-inv	hobey_baker
imperial_war_museum_north	db:significantbuilding-inv	daniel_libeskind
contemporary_jewish_museum	db:significantbuilding-inv	daniel_libeskind
royal_ontario_museum	db:significantbuilding-inv	daniel_libeskind
national_air_and_space_museum	db:rdf-schema#seealso	charles_a._lindbergh_chair
national_air_and_space_museum	db:rdf-schema#seealso	aerospace_history
royal_academy_of_arts	db:award-inv	john_opie
franklin_institute	db:location	philadelphia
franklin_institute	db:location	pennsylvania
franklin_institute	db:yearofconstruction	1931
franklin_institute	db:added	1985-01-03
franklin_institute	db:nrhpreferencenumber	85000039
franklin_institute	db:name	franklin institute science museum
franklin_institute	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
franklin_institute	db:wgs84_pos#lat	39.95805555555555
franklin_institute	db:wgs84_pos#long	-75.17361111111111
franklin_institute	db:point	39.95805555555555 -75.17361111111111
vatican_museums	db:name	vatican museums
vatican_museums	db:name	musei vaticani
vatican_museums	db:location	vatican_city
vatican_museums	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
vatican_museums	db:wgs84_pos#lat	41.90638888888889
vatican_museums	db:wgs84_pos#long	12.454444444444444
vatican_museums	db:point	41.90638888888889 12.454444444444444
vatican_museums	db:type	art_museum
vatican_museums	db:numberofvisitors	5500000
vatican_museums	db:numberofvisitors	5
vatican_museums	db:director	antonio_paolucci
vatican_museums	db:homepage	www.museivaticani.va
royal_academy_of_arts	db:award-inv	david_hockney
sainte-marie_among_the_hurons	db:deathplace-inv	jean_de_br\u00e9beuf
computer_history_museum	db:award-inv	gene_amdahl
national_gallery_of_australia	db:name	national gallery of australia
national_gallery_of_australia	db:location	parkes,_australian_capital_territory
national_gallery_of_australia	db:director	gerard_folliott_vaughan
national_gallery_of_australia	db:homepage	www.nga.gov.au
naples_national_archaeological_museum	db:museum-inv	alexander_mosaic
hiller_aviation_museum	db:name	hiller aviation museum
hiller_aviation_museum	db:location	san_carlos,_california
hiller_aviation_museum	db:type	aviation_museum
hiller_aviation_museum	db:homepage	www.hiller.org
franklin_institute	db:award-inv	ottmar_mergenthaler
pro_football_hall_of_fame	db:name	pro football hall of fame
pro_football_hall_of_fame	db:name	hall of fame
pro_football_hall_of_fame	db:location	canton,_ohio
pro_football_hall_of_fame	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
pro_football_hall_of_fame	db:wgs84_pos#lat	40.82111111111111
